,month,sigma,fif,blind_oracle,random_marker,lru,lv_marker,rohatgi_marker,adaptive_query_2,adaptive_query_4,adaptive_query_8
40,6,4,839,3270,2610,2366,2449,2529,2118,1826,1755
41,6,4,839,3389,2592,2366,2435,2468,2096,1846,1766
42,6,4,839,3422,2619,2366,2417,2436,2101,1828,1788
43,6,4,839,3385,2629,2366,2463,2458,2108,1842,1779
44,6,4,839,3308,2636,2366,2443,2460,2091,1812,1769
45,6,4,839,3401,2642,2366,2461,2496,2086,1820,1743
46,6,4,839,3270,2595,2366,2455,2474,2063,1837,1756
47,6,4,839,3353,2614,2366,2448,2470,2092,1836,1774
48,6,4,839,3383,2596,2366,2474,2465,2103,1800,1768
49,6,4,839,3255,2602,2366,2457,2461,2085,1814,1774
50,6,4,839,3427,2566,2366,2480,2530,2104,1835,1751
51,6,4,839,3394,2650,2366,2413,2491,2126,1812,1765
52,6,4,839,3230,2571,2366,2439,2476,2077,1811,1760
53,6,4,839,3337,2651,2366,2468,2456,2098,1829,1752
54,6,4,839,3254,2601,2366,2467,2479,2100,1842,1750
55,6,4,839,3420,2637,2366,2493,2501,2122,1806,1767
56,6,4,839,3288,2594,2366,2485,2459,2107,1855,1760
57,6,4,839,3381,2574,2366,2469,2470,2107,1847,1778
58,6,4,839,3310,2639,2366,2441,2480,2086,1833,1763
59,6,4,839,3247,2587,2366,2457,2445,2118,1841,1789
60,6,8,839,3547,2557,2366,2579,2620,2235,2182,2329
61,6,8,839,3510,2631,2366,2625,2600,2244,2157,2344
62,6,8,839,3492,2585,2366,2664,2612,2243,2182,2331
63,6,8,839,3488,2669,2366,2560,2589,2265,2205,2334
64,6,8,839,3472,2628,2366,2576,2614,2193,2137,2305
65,6,8,839,3521,2635,2366,2619,2590,2222,2183,2331
66,6,8,839,3496,2601,2366,2638,2566,2232,2163,2363
67,6,8,839,3471,2624,2366,2623,2612,2233,2195,2320
68,6,8,839,3494,2631,2366,2618,2557,2245,2164,2363
69,6,8,839,3508,2596,2366,2611,2630,2272,2180,2323
70,6,8,839,3466,2605,2366,2617,2641,2234,2180,2355
71,6,8,839,3473,2628,2366,2641,2620,2242,2150,2370
72,6,8,839,3478,2627,2366,2590,2615,2235,2197,2312
73,6,8,839,3565,2616,2366,2602,2582,2232,2201,2332
74,6,8,839,3485,2573,2366,2598,2593,2207,2166,2324
75,6,8,839,3562,2611,2366,2576,2563,2234,2148,2322
76,6,8,839,3567,2613,2366,2618,2622,2253,2160,2320
77,6,8,839,3475,2631,2366,2588,2622,2225,2163,2362
78,6,8,839,3579,2612,2366,2597,2616,2209,2147,2364
79,6,8,839,3637,2606,2366,2594,2615,2226,2182,2336
0,7,0,966,966,3109,2905,1756,1756,2446,2041,1839
1,7,0,966,966,3096,2905,1756,1756,2440,2052,1835
2,7,0,966,966,3104,2905,1756,1756,2437,2068,1825
3,7,0,966,966,3135,2905,1756,1756,2460,2066,1844
4,7,0,966,966,3140,2905,1756,1756,2438,2055,1831
5,7,0,966,966,3134,2905,1756,1756,2428,2069,1841
6,7,0,966,966,3066,2905,1756,1756,2424,2089,1830
7,7,0,966,966,3084,2905,1756,1756,2441,2066,1856
8,7,0,966,966,3061,2905,1756,1756,2446,2060,1850
9,7,0,966,966,3084,2905,1756,1756,2455,2065,1837
10,7,0,966,966,3143,2905,1756,1756,2423,2054,1844
11,7,0,966,966,3102,2905,1756,1756,2413,2048,1841
12,7,0,966,966,3133,2905,1756,1756,2468,2072,1845
13,7,0,966,966,3087,2905,1756,1756,2474,2075,1847
14,7,0,966,966,3136,2905,1756,1756,2456,2046,1857
15,7,0,966,966,3099,2905,1756,1756,2440,2054,1844
16,7,0,966,966,3061,2905,1756,1756,2459,2056,1829
17,7,0,966,966,3122,2905,1756,1756,2446,2055,1857
18,7,0,966,966,3128,2905,1756,1756,2448,2051,1848
19,7,0,966,966,3073,2905,1756,1756,2456,2074,1835
20,7,2,966,991,3097,2905,1797,1801,2445,2068,1850
21,7,2,966,987,3114,2905,1808,1789,2447,2050,1853
22,7,2,966,983,3080,2905,1801,1795,2443,2074,1835
23,7,2,966,996,3087,2905,1794,1815,2454,2074,1845
24,7,2,966,990,3120,2905,1797,1792,2453,2055,1859
25,7,2,966,991,3098,2905,1795,1800,2430,2042,1849
26,7,2,966,987,3121,2905,1800,1804,2456,2068,1857
27,7,2,966,987,3085,2905,1798,1805,2469,2063,1862
28,7,2,966,994,3093,2905,1803,1811,2452,2066,1858
29,7,2,966,986,3073,2905,1800,1813,2438,2063,1852
30,7,2,966,988,3117,2905,1804,1795,2454,2066,1854
31,7,2,966,1002,3146,2905,1792,1799,2471,2052,1852
32,7,2,966,987,3087,2905,1801,1802,2456,2071,1848
33,7,2,966,1000,3080,2905,1799,1804,2489,2084,1843
34,7,2,966,990,3100,2905,1810,1796,2469,2072,1850
35,7,2,966,994,3088,2905,1800,1806,2428,2057,1846
36,7,2,966,988,3078,2905,1803,1803,2469,2048,1853
37,7,2,966,986,3077,2905,1804,1798,2476,2089,1839
38,7,2,966,1008,3053,2905,1785,1811,2462,2062,1855
39,7,2,966,997,3103,2905,1794,1792,2455,2058,1841
40,7,4,966,3623,3133,2905,2983,2970,2470,2199,2133
41,7,4,966,3748,3082,2905,2886,2927,2525,2234,2164
42,7,4,966,3629,3133,2905,2912,2951,2495,2186,2125
43,7,4,966,3674,3088,2905,2976,2996,2513,2177,2116
44,7,4,966,3693,3133,2905,2981,2931,2485,2187,2112
45,7,4,966,3586,3109,2905,2941,2931,2524,2187,2119
46,7,4,966,3505,3054,2905,2974,2984,2484,2192,2123
47,7,4,966,3669,3141,2905,2947,2939,2512,2184,2119
48,7,4,966,3665,3115,2905,2915,3002,2490,2187,2125
49,7,4,966,3696,3154,2905,2921,2928,2492,2191,2104
50,7,4,966,3626,3089,2905,2959,2945,2512,2210,2117
51,7,4,966,3594,3104,2905,2910,2937,2480,2208,2112
52,7,4,966,3689,3150,2905,2983,2944,2503,2206,2117
53,7,4,966,3610,3132,2905,2932,2967,2535,2172,2138
54,7,4,966,3635,3103,2905,2946,2982,2537,2198,2114
55,7,4,966,3649,3086,2905,2941,2952,2515,2203,2121
56,7,4,966,3697,3125,2905,2947,2912,2509,2186,2130
57,7,4,966,3621,3076,2905,2992,2920,2476,2183,2113
58,7,4,966,3751,3097,2905,2988,3038,2499,2203,2091
59,7,4,966,3715,3103,2905,2907,2962,2521,2202,2130
60,7,8,966,3879,3097,2905,3099,3093,2682,2596,2760
61,7,8,966,3823,3067,2905,3098,3112,2651,2625,2811
62,7,8,966,3826,3162,2905,3102,3074,2653,2573,2785
63,7,8,966,3790,3096,2905,3091,3082,2673,2636,2737
64,7,8,966,3959,3094,2905,3093,3094,2667,2600,2785
65,7,8,966,3807,3085,2905,3055,3140,2711,2604,2812
66,7,8,966,3838,3045,2905,3107,3116,2666,2574,2781
67,7,8,966,3745,3101,2905,3084,3066,2673,2608,2806
68,7,8,966,3758,3080,2905,3054,3068,2654,2535,2771
69,7,8,966,3774,3131,2905,3126,3091,2607,2611,2792
70,7,8,966,3999,3123,2905,3064,3068,2651,2592,2796
71,7,8,966,3931,3121,2905,3115,3089,2673,2602,2771
72,7,8,966,3887,3077,2905,3080,3052,2610,2592,2785
73,7,8,966,3854,3114,2905,3079,3096,2665,2572,2817
74,7,8,966,3795,3113,2905,3097,3103,2662,2600,2759
75,7,8,966,3738,3110,2905,3110,3108,2659,2599,2825
76,7,8,966,3782,3153,2905,3133,3116,2665,2586,2754
77,7,8,966,3790,3054,2905,3123,3115,2653,2592,2824
78,7,8,966,3866,3079,2905,3076,3100,2644,2611,2806
79,7,8,966,3886,3084,2905,3085,3085,2656,2599,2754
0,8,0,966,966,3004,2774,1715,1715,2377,2033,1799
1,8,0,966,966,3014,2774,1715,1715,2387,2012,1802
2,8,0,966,966,3027,2774,1715,1715,2372,2010,1798
3,8,0,966,966,3042,2774,1715,1715,2373,2001,1798
4,8,0,966,966,2983,2774,1715,1715,2352,1990,1805
5,8,0,966,966,2982,2774,1715,1715,2396,2014,1798
6,8,0,966,966,2999,2774,1715,1715,2367,2014,1801
7,8,0,966,966,2997,2774,1715,1715,2409,1994,1794
8,8,0,966,966,3033,2774,1715,1715,2375,1993,1808
9,8,0,966,966,2994,2774,1715,1715,2359,2008,1805
10,8,0,966,966,3024,2774,1715,1715,2380,2004,1792
11,8,0,966,966,3037,2774,1715,1715,2382,2010,1794
12,8,0,966,966,3022,2774,1715,1715,2367,1993,1800
13,8,0,966,966,3042,2774,1715,1715,2411,2021,1789
14,8,0,966,966,3027,2774,1715,1715,2396,1998,1800
15,8,0,966,966,3004,2774,1715,1715,2398,2002,1796
16,8,0,966,966,3011,2774,1715,1715,2376,2010,1794
17,8,0,966,966,3013,2774,1715,1715,2415,2004,1799
18,8,0,966,966,3031,2774,1715,1715,2396,2003,1788
19,8,0,966,966,3010,2774,1715,1715,2384,2025,1803
20,8,2,966,995,3041,2774,1755,1751,2395,2010,1804
21,8,2,966,982,3029,2774,1751,1753,2420,2018,1809
22,8,2,966,1001,3037,2774,1758,1751,2397,2002,1805
23,8,2,966,993,3037,2774,1759,1763,2382,2001,1802
24,8,2,966,992,3005,2774,1744,1769,2403,2016,1800
25,8,2,966,985,3028,2774,1755,1760,2370,2024,1807
26,8,2,966,986,3015,2774,1758,1758,2383,2014,1799
27,8,2,966,988,3018,2774,1754,1761,2358,2019,1808
28,8,2,966,1000,3005,2774,1754,1756,2364,2006,1792
29,8,2,966,995,3040,2774,1759,1758,2364,2015,1799
30,8,2,966,996,3094,2774,1756,1754,2385,2003,1804
31,8,2,966,986,3022,2774,1754,1763,2396,2010,1797
32,8,2,966,989,2973,2774,1753,1758,2394,2011,1801
33,8,2,966,998,3008,2774,1752,1761,2408,2012,1815
34,8,2,966,991,3007,2774,1748,1756,2402,1987,1805
35,8,2,966,1000,3027,2774,1758,1747,2411,2021,1817
36,8,2,966,990,3037,2774,1755,1753,2387,2028,1804
37,8,2,966,994,3041,2774,1769,1756,2396,2024,1809
38,8,2,966,1000,3045,2774,1754,1747,2394,2042,1805
39,8,2,966,988,3010,2774,1753,1752,2395,2012,1802
40,8,4,966,3736,3033,2774,2856,2887,2426,2152,2056
41,8,4,966,3828,3063,2774,2877,2910,2441,2125,2030
42,8,4,966,3823,3001,2774,2868,2833,2429,2136,2063
43,8,4,966,3861,3037,2774,2848,2885,2454,2116,2057
44,8,4,966,3807,3036,2774,2843,2858,2414,2146,2063
45,8,4,966,3740,3027,2774,2829,2879,2433,2123,2080
46,8,4,966,3765,3059,2774,2865,2898,2426,2148,2057
47,8,4,966,3783,2985,2774,2893,2879,2439,2143,2052
48,8,4,966,3766,3046,2774,2828,2905,2428,2170,2046
49,8,4,966,3799,2990,2774,2894,2851,2392,2124,2061
50,8,4,966,3772,3008,2774,2917,2900,2449,2117,2062
51,8,4,966,3862,3019,2774,2840,2889,2439,2160,2101
52,8,4,966,3782,3030,2774,2844,2877,2458,2144,2063
53,8,4,966,3717,3025,2774,2878,2867,2435,2145,2079
54,8,4,966,3765,3000,2774,2847,2848,2414,2161,2072
55,8,4,966,3824,3041,2774,2830,2858,2448,2153,2079
56,8,4,966,3708,3022,2774,2884,2899,2462,2137,2094
57,8,4,966,3772,2994,2774,2877,2854,2415,2129,2078
58,8,4,966,3736,3011,2774,2820,2888,2446,2096,2038
59,8,4,966,3652,3030,2774,2888,2913,2414,2137,2066
60,8,8,966,3874,3016,2774,3029,3043,2600,2492,2752
61,8,8,966,3869,2997,2774,3036,3031,2546,2504,2679
62,8,8,966,3871,3021,2774,3011,3068,2592,2533,2727
63,8,8,966,4025,3011,2774,3012,3026,2572,2544,2785
64,8,8,966,3965,3026,2774,2965,2993,2579,2546,2702
65,8,8,966,3882,3050,2774,2992,3063,2596,2509,2729
66,8,8,966,3849,3036,2774,3017,3040,2589,2511,2672
67,8,8,966,3995,3000,2774,3045,3035,2599,2524,2714
68,8,8,966,3951,3049,2774,3011,2975,2609,2528,2711
69,8,8,966,3915,3044,2774,3045,3010,2579,2493,2679
70,8,8,966,3960,3010,2774,3028,3113,2564,2519,2693
71,8,8,966,3982,3047,2774,2969,3027,2612,2503,2696
72,8,8,966,3895,3030,2774,2986,3018,2586,2559,2715
73,8,8,966,3892,3029,2774,3002,2992,2572,2497,2731
74,8,8,966,3909,2992,2774,3006,3029,2622,2483,2681
75,8,8,966,3891,3097,2774,2998,3003,2597,2550,2707
76,8,8,966,3751,3025,2774,3021,3027,2597,2535,2691
77,8,8,966,3927,2988,2774,3056,3056,2606,2534,2726
78,8,8,966,3893,3021,2774,3063,3011,2590,2540,2739
79,8,8,966,3950,3010,2774,2995,2969,2618,2505,2727
0,9,0,1099,1099,3386,3222,1977,1977,2726,2281,2070
1,9,0,1099,1099,3443,3222,1977,1977,2677,2299,2056
2,9,0,1099,1099,3405,3222,1977,1977,2691,2278,2050
3,9,0,1099,1099,3367,3222,1977,1977,2699,2293,2056
4,9,0,1099,1099,3426,3222,1977,1977,2717,2283,2072
5,9,0,1099,1099,3385,3222,1977,1977,2720,2281,2057
6,9,0,1099,1099,3409,3222,1977,1977,2713,2265,2060
7,9,0,1099,1099,3442,3222,1977,1977,2740,2288,2045
8,9,0,1099,1099,3430,3222,1977,1977,2710,2292,2065
9,9,0,1099,1099,3392,3222,1977,1977,2726,2284,2067
10,9,0,1099,1099,3409,3222,1977,1977,2704,2307,2052
11,9,0,1099,1099,3394,3222,1977,1977,2688,2289,2062
12,9,0,1099,1099,3379,3222,1977,1977,2698,2288,2064
13,9,0,1099,1099,3356,3222,1977,1977,2701,2291,2061
14,9,0,1099,1099,3473,3222,1977,1977,2691,2281,2052
15,9,0,1099,1099,3360,3222,1977,1977,2708,2276,2051
16,9,0,1099,1099,3423,3222,1977,1977,2701,2292,2053
17,9,0,1099,1099,3415,3222,1977,1977,2664,2287,2055
18,9,0,1099,1099,3430,3222,1977,1977,2667,2276,2065
19,9,0,1099,1099,3446,3222,1977,1977,2682,2283,2039
20,9,2,1099,1131,3389,3222,2036,2029,2664,2309,2065
21,9,2,1099,1131,3389,3222,2019,2027,2719,2295,2056
22,9,2,1099,1133,3391,3222,2035,2025,2697,2282,2072
23,9,2,1099,1133,3416,3222,2022,2031,2695,2308,2075
24,9,2,1099,1121,3430,3222,2028,2031,2694,2294,2062
25,9,2,1099,1137,3400,3222,2025,2033,2698,2289,2060
26,9,2,1099,1127,3423,3222,2030,2039,2716,2280,2063
27,9,2,1099,1129,3391,3222,2024,2027,2729,2282,2069
28,9,2,1099,1123,3424,3222,2032,2031,2680,2274,2072
29,9,2,1099,1124,3442,3222,2028,2027,2692,2310,2055
30,9,2,1099,1123,3376,3222,2027,2021,2686,2291,2070
31,9,2,1099,1123,3405,3222,2021,2031,2691,2280,2062
32,9,2,1099,1130,3370,3222,2027,2026,2731,2299,2077
33,9,2,1099,1127,3382,3222,2026,2028,2709,2302,2068
34,9,2,1099,1142,3415,3222,2031,2028,2696,2275,2068
35,9,2,1099,1129,3407,3222,2017,2025,2730,2289,2072
36,9,2,1099,1134,3442,3222,2029,2040,2710,2290,2087
37,9,2,1099,1130,3380,3222,2039,2033,2704,2274,2070
38,9,2,1099,1128,3418,3222,2019,2035,2725,2286,2066
39,9,2,1099,1134,3390,3222,2029,2014,2675,2306,2062
40,9,4,1099,4017,3412,3222,3215,3259,2753,2418,2362
41,9,4,1099,4071,3372,3222,3205,3270,2793,2437,2350
42,9,4,1099,4022,3404,3222,3259,3278,2771,2437,2363
43,9,4,1099,3975,3402,3222,3219,3302,2764,2446,2340
44,9,4,1099,4105,3434,3222,3247,3295,2762,2425,2351
45,9,4,1099,4080,3434,3222,3248,3322,2753,2422,2335
46,9,4,1099,4065,3430,3222,3281,3309,2755,2423,2353
47,9,4,1099,4003,3398,3222,3263,3269,2770,2423,2339
48,9,4,1099,4129,3438,3222,3249,3278,2749,2419,2355
49,9,4,1099,4022,3414,3222,3237,3228,2744,2420,2388
50,9,4,1099,4088,3403,3222,3260,3260,2721,2406,2364
51,9,4,1099,3999,3408,3222,3226,3310,2808,2463,2338
52,9,4,1099,4065,3400,3222,3297,3262,2726,2425,2364
53,9,4,1099,4087,3390,3222,3253,3254,2760,2414,2380
54,9,4,1099,4085,3415,3222,3274,3293,2756,2447,2363
55,9,4,1099,4022,3422,3222,3265,3283,2782,2447,2354
56,9,4,1099,4005,3385,3222,3250,3275,2773,2444,2377
57,9,4,1099,3979,3414,3222,3232,3308,2756,2415,2330
58,9,4,1099,4003,3366,3222,3224,3249,2763,2420,2367
59,9,4,1099,4024,3371,3222,3243,3228,2785,2420,2379
60,9,8,1099,4270,3429,3222,3386,3439,2924,2883,3127
61,9,8,1099,4096,3393,3222,3391,3396,2914,2836,3078
62,9,8,1099,4356,3390,3222,3424,3446,2936,2861,3116
63,9,8,1099,4163,3413,3222,3400,3439,2911,2840,3039
64,9,8,1099,4284,3450,3222,3389,3416,2925,2881,3074
65,9,8,1099,4124,3432,3222,3397,3420,2889,2867,3067
66,9,8,1099,4181,3453,3222,3396,3393,2913,2831,3071
67,9,8,1099,4136,3423,3222,3362,3457,2914,2890,3070
68,9,8,1099,4169,3407,3222,3448,3396,2912,2889,3103
69,9,8,1099,4215,3404,3222,3373,3405,2952,2827,3071
70,9,8,1099,4201,3384,3222,3439,3440,2877,2863,3114
71,9,8,1099,4234,3414,3222,3373,3441,2901,2869,3103
72,9,8,1099,4206,3433,3222,3389,3430,2955,2840,3079
73,9,8,1099,4222,3346,3222,3395,3401,2913,2863,3110
74,9,8,1099,4205,3413,3222,3383,3434,2950,2879,3125
75,9,8,1099,4198,3413,3222,3423,3423,2931,2887,3050
76,9,8,1099,4269,3432,3222,3415,3386,2945,2876,3149
77,9,8,1099,4244,3429,3222,3387,3404,2951,2891,3085
78,9,8,1099,4350,3411,3222,3375,3396,2951,2862,3039
79,9,8,1099,4193,3426,3222,3393,3436,2908,2883,3101
0,10,0,824,824,2555,2333,1463,1463,2004,1703,1524
1,10,0,824,824,2582,2333,1463,1463,2029,1699,1531
2,10,0,824,824,2549,2333,1463,1463,2001,1696,1525
3,10,0,824,824,2551,2333,1463,1463,2000,1689,1532
4,10,0,824,824,2567,2333,1463,1463,2015,1688,1525
5,10,0,824,824,2494,2333,1463,1463,2030,1700,1523
6,10,0,824,824,2536,2333,1463,1463,2023,1700,1529
7,10,0,824,824,2539,2333,1463,1463,2015,1698,1530
8,10,0,824,824,2513,2333,1463,1463,2032,1701,1528
9,10,0,824,824,2545,2333,1463,1463,2025,1702,1525
10,10,0,824,824,2553,2333,1463,1463,2027,1693,1528
11,10,0,824,824,2553,2333,1463,1463,2000,1705,1533
12,10,0,824,824,2551,2333,1463,1463,2051,1699,1530
13,10,0,824,824,2568,2333,1463,1463,2014,1688,1525
14,10,0,824,824,2584,2333,1463,1463,1985,1707,1526
15,10,0,824,824,2524,2333,1463,1463,2034,1677,1531
16,10,0,824,824,2552,2333,1463,1463,2031,1706,1523
17,10,0,824,824,2570,2333,1463,1463,2027,1703,1529
18,10,0,824,824,2518,2333,1463,1463,2055,1705,1524
19,10,0,824,824,2543,2333,1463,1463,2010,1692,1529
20,10,2,824,843,2583,2333,1495,1496,2037,1691,1525
21,10,2,824,838,2573,2333,1488,1496,2026,1704,1545
22,10,2,824,841,2556,2333,1485,1488,2012,1710,1539
23,10,2,824,843,2555,2333,1483,1490,2033,1705,1537
24,10,2,824,842,2516,2333,1487,1491,2012,1693,1523
25,10,2,824,846,2584,2333,1490,1493,2008,1687,1537
26,10,2,824,834,2595,2333,1497,1501,1980,1705,1543
27,10,2,824,845,2512,2333,1491,1492,2030,1716,1532
28,10,2,824,840,2533,2333,1490,1489,2021,1701,1532
29,10,2,824,839,2546,2333,1496,1492,2033,1698,1534
30,10,2,824,842,2574,2333,1489,1489,2038,1726,1538
31,10,2,824,838,2536,2333,1491,1489,2023,1725,1534
32,10,2,824,840,2583,2333,1487,1497,2000,1723,1531
33,10,2,824,843,2524,2333,1485,1501,2023,1687,1527
34,10,2,824,836,2547,2333,1487,1487,2015,1693,1538
35,10,2,824,843,2545,2333,1488,1494,2009,1695,1532
36,10,2,824,844,2538,2333,1494,1481,2008,1678,1535
37,10,2,824,842,2541,2333,1485,1482,2013,1710,1524
38,10,2,824,840,2577,2333,1491,1485,2009,1691,1534
39,10,2,824,844,2497,2333,1483,1488,2004,1683,1531
40,10,4,824,3262,2533,2333,2406,2408,2035,1803,1727
41,10,4,824,3292,2491,2333,2387,2409,2048,1763,1717
42,10,4,824,3166,2539,2333,2375,2394,2034,1793,1742
43,10,4,824,3242,2527,2333,2415,2416,2021,1768,1729
44,10,4,824,3168,2531,2333,2402,2387,2037,1807,1727
45,10,4,824,3304,2542,2333,2426,2417,2041,1755,1737
46,10,4,824,3281,2498,2333,2366,2396,2030,1793,1705
47,10,4,824,3272,2559,2333,2395,2388,2032,1770,1715
48,10,4,824,3180,2509,2333,2387,2407,2042,1811,1718
49,10,4,824,3221,2494,2333,2388,2394,2072,1810,1727
50,10,4,824,3212,2489,2333,2392,2390,2056,1787,1731
51,10,4,824,3304,2595,2333,2358,2433,2032,1791,1733
52,10,4,824,3230,2544,2333,2395,2408,2061,1803,1726
53,10,4,824,3238,2559,2333,2382,2450,2050,1796,1728
54,10,4,824,3267,2519,2333,2399,2412,2058,1814,1736
55,10,4,824,3273,2543,2333,2384,2379,2064,1804,1734
56,10,4,824,3319,2530,2333,2375,2402,2068,1799,1731
57,10,4,824,3275,2568,2333,2371,2384,2074,1807,1737
58,10,4,824,3205,2526,2333,2417,2414,2047,1796,1701
59,10,4,824,3329,2577,2333,2356,2409,2028,1793,1726
60,10,8,824,3483,2521,2333,2560,2525,2193,2133,2319
61,10,8,824,3505,2548,2333,2534,2561,2180,2100,2243
62,10,8,824,3431,2566,2333,2553,2500,2190,2109,2325
63,10,8,824,3536,2519,2333,2559,2561,2134,2115,2264
64,10,8,824,3489,2568,2333,2542,2582,2184,2097,2290
65,10,8,824,3420,2554,2333,2569,2523,2116,2120,2284
66,10,8,824,3554,2541,2333,2547,2516,2179,2123,2334
67,10,8,824,3506,2546,2333,2510,2529,2203,2120,2287
68,10,8,824,3359,2553,2333,2521,2540,2191,2124,2261
69,10,8,824,3435,2521,2333,2510,2546,2185,2132,2298
70,10,8,824,3328,2510,2333,2509,2568,2185,2112,2222
71,10,8,824,3449,2570,2333,2543,2547,2161,2088,2286
72,10,8,824,3428,2579,2333,2521,2515,2185,2131,2271
73,10,8,824,3384,2531,2333,2535,2543,2174,2131,2252
74,10,8,824,3427,2506,2333,2534,2554,2175,2102,2240
75,10,8,824,3510,2598,2333,2538,2526,2209,2108,2293
76,10,8,824,3455,2571,2333,2577,2555,2146,2067,2239
77,10,8,824,3450,2561,2333,2566,2594,2186,2152,2276
78,10,8,824,3481,2511,2333,2512,2550,2200,2120,2274
79,10,8,824,3483,2538,2333,2531,2535,2169,2132,2253
0,11,0,834,834,2685,2439,1500,1500,2087,1751,1568
1,11,0,834,834,2644,2439,1500,1500,2101,1754,1571
2,11,0,834,834,2613,2439,1500,1500,2046,1760,1567
3,11,0,834,834,2614,2439,1500,1500,2111,1766,1577
4,11,0,834,834,2654,2439,1500,1500,2094,1748,1562
5,11,0,834,834,2628,2439,1500,1500,2090,1749,1578
6,11,0,834,834,2622,2439,1500,1500,2116,1743,1581
7,11,0,834,834,2598,2439,1500,1500,2075,1745,1575
8,11,0,834,834,2638,2439,1500,1500,2098,1754,1579
9,11,0,834,834,2594,2439,1500,1500,2054,1756,1575
10,11,0,834,834,2615,2439,1500,1500,2088,1756,1582
11,11,0,834,834,2642,2439,1500,1500,2085,1755,1575
12,11,0,834,834,2635,2439,1500,1500,2097,1751,1579
13,11,0,834,834,2622,2439,1500,1500,2074,1754,1577
14,11,0,834,834,2600,2439,1500,1500,2079,1768,1586
15,11,0,834,834,2630,2439,1500,1500,2093,1747,1575
16,11,0,834,834,2653,2439,1500,1500,2081,1748,1573
17,11,0,834,834,2623,2439,1500,1500,2065,1751,1581
18,11,0,834,834,2610,2439,1500,1500,2076,1748,1589
19,11,0,834,834,2654,2439,1500,1500,2085,1759,1573
20,11,2,834,861,2628,2439,1529,1541,2066,1744,1584
21,11,2,834,852,2620,2439,1542,1534,2059,1751,1582
22,11,2,834,858,2650,2439,1534,1533,2077,1760,1581
23,11,2,834,851,2622,2439,1526,1536,2083,1768,1581
24,11,2,834,855,2637,2439,1525,1533,2112,1771,1590
25,11,2,834,846,2647,2439,1532,1541,2088,1746,1591
26,11,2,834,851,2605,2439,1538,1532,2107,1772,1574
27,11,2,834,857,2627,2439,1529,1536,2066,1758,1576
28,11,2,834,856,2597,2439,1532,1536,2090,1760,1586
29,11,2,834,854,2640,2439,1530,1525,2060,1784,1580
30,11,2,834,856,2674,2439,1533,1536,2055,1759,1585
31,11,2,834,857,2653,2439,1544,1523,2085,1743,1590
32,11,2,834,855,2663,2439,1520,1540,2073,1761,1580
33,11,2,834,860,2651,2439,1542,1526,2073,1761,1576
34,11,2,834,856,2649,2439,1529,1543,2092,1759,1586
35,11,2,834,852,2639,2439,1530,1530,2060,1758,1587
36,11,2,834,862,2633,2439,1536,1534,2089,1754,1578
37,11,2,834,855,2601,2439,1533,1535,2071,1752,1586
38,11,2,834,865,2650,2439,1533,1545,2066,1767,1576
39,11,2,834,860,2634,2439,1539,1533,2100,1754,1574
40,11,4,834,3362,2627,2439,2494,2491,2117,1859,1790
41,11,4,834,3343,2625,2439,2508,2536,2144,1844,1790
42,11,4,834,3352,2643,2439,2468,2460,2127,1842,1805
43,11,4,834,3284,2638,2439,2482,2522,2125,1846,1792
44,11,4,834,3283,2626,2439,2494,2497,2124,1880,1789
45,11,4,834,3270,2637,2439,2472,2506,2156,1827,1781
46,11,4,834,3282,2627,2439,2490,2525,2126,1842,1782
47,11,4,834,3378,2607,2439,2478,2547,2136,1847,1802
48,11,4,834,3403,2651,2439,2471,2552,2094,1864,1792
49,11,4,834,3412,2656,2439,2538,2516,2125,1841,1823
50,11,4,834,3262,2654,2439,2456,2476,2144,1870,1781
51,11,4,834,3298,2682,2439,2502,2501,2138,1868,1777
52,11,4,834,3362,2635,2439,2486,2526,2120,1856,1803
53,11,4,834,3314,2650,2439,2459,2529,2114,1852,1814
54,11,4,834,3262,2605,2439,2547,2525,2098,1860,1806
55,11,4,834,3302,2654,2439,2500,2528,2109,1846,1763
56,11,4,834,3358,2637,2439,2516,2470,2126,1869,1790
57,11,4,834,3378,2642,2439,2512,2527,2105,1838,1805
58,11,4,834,3422,2598,2439,2467,2520,2111,1839,1795
59,11,4,834,3355,2621,2439,2465,2522,2135,1850,1774
60,11,8,834,3500,2639,2439,2615,2663,2285,2196,2382
61,11,8,834,3493,2649,2439,2614,2641,2303,2230,2360
62,11,8,834,3529,2616,2439,2619,2627,2213,2193,2369
63,11,8,834,3624,2623,2439,2659,2571,2270,2171,2363
64,11,8,834,3543,2611,2439,2627,2608,2223,2188,2317
65,11,8,834,3509,2605,2439,2607,2601,2244,2203,2346
66,11,8,834,3503,2660,2439,2617,2620,2255,2223,2358
67,11,8,834,3602,2659,2439,2614,2637,2282,2219,2341
68,11,8,834,3525,2624,2439,2599,2675,2248,2204,2345
69,11,8,834,3492,2601,2439,2619,2622,2238,2204,2398
70,11,8,834,3481,2621,2439,2667,2624,2230,2187,2386
71,11,8,834,3582,2632,2439,2632,2615,2269,2209,2341
72,11,8,834,3494,2630,2439,2601,2645,2260,2201,2414
73,11,8,834,3634,2638,2439,2652,2662,2248,2268,2352
74,11,8,834,3443,2641,2439,2576,2638,2268,2205,2336
75,11,8,834,3580,2607,2439,2660,2702,2260,2198,2378
76,11,8,834,3477,2638,2439,2591,2644,2267,2202,2368
